,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2040,Mort,Heath,Male,52,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0
1382,Coriss,Casarino,Female,81,1957-10-29,Software Consultant,IT,Affluent Customer,N,No,8.0
2347,Keeley,Winslet,Female,2,1957-11-07,Web Designer IV,Manufacturing,Mass Customer,N,No,16.0
1925,Stefano,Menhenitt,Male,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0
3975,Gretel,Chrystal,Female,0,1957-11-20,Internal Auditor,0,Affluent Customer,N,Yes,13.0
3153,Angil,Ellesmere,Female,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0
213,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6.0
1880,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,0,Affluent Customer,N,Yes,12.0
827,Darda,Kernocke,Female,93,1957-12-14,0,Health,Mass Customer,N,Yes,20.0
2651,Kelbee,Bernat,Male,96,1957-12-15,Biostatistician II,0,Affluent Customer,N,Yes,15.0
567,Quinn,Fulks,Male,32,1957-12-15,VP Sales,Manufacturing,Mass Customer,N,No,13.0
2499,Micky,Livings,Female,35,1957-12-18,Senior Developer,Property,High Net Worth,N,Yes,17.0
2328,Donny,Stiven,Female,7,1957-12-19,Computer Systems Analyst II,IT,Affluent Customer,N,No,20.0
412,Simone,Denys,Male,79,1957-12-22,VP Quality Control,0,High Net Worth,N,Yes,19.0
1394,Jandy,Pennazzi,Female,83,1957-12-23,VP Product Management,0,High Net Worth,N,Yes,16.0
435,Erwin,Pendre,Male,75,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18.0
2869,Aldis,Chazerand,Male,99,1957-12-26,0,0,Mass Customer,N,No,11.0
3636,Luigi,Edgeworth,Male,84,1958-01-01,0,Manufacturing,Affluent Customer,N,Yes,11.0
2088,Erie,Ballston,Male,93,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,15.0
515,Craggy,Loadsman,Male,23,1958-01-07,Environmental Tech,Financial Services,Mass Customer,N,No,20.0
3847,Luca,Cabotto,Male,4,1958-01-13,Structural Engineer,0,High Net Worth,N,No,13.0
83,Rich,Mathiasen,Male,78,1958-02-07,Accountant III,0,Mass Customer,N,Yes,14.0
153,Faydra,Dulieu,Female,90,1958-02-13,Junior Executive,0,Mass Customer,N,No,11.0
570,Ramonda,McKellar,Female,30,1958-02-15,Assistant Media Planner,Entertainment,Mass Customer,N,No,6.0
1505,Andonis,Cochrane,Male,21,1958-02-21,0,Property,Mass Customer,N,No,17.0
2292,Engracia,Newcom,Female,70,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0
3241,Lib,Schohier,Female,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0
337,Hilliary,Littrell,Female,33,1958-03-14,0,Health,Mass Customer,N,No,19.0
609,Hyatt,Craine,Male,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15.0
311,Garek,Prattin,Male,44,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0
463,Karel,Dimelow,Female,32,1958-03-23,0,0,Mass Customer,N,Yes,10.0
2125,Hugibert,Getcliff,Male,65,1958-03-29,Product Engineer,Health,Mass Customer,N,Yes,17.0
1404,Kylie,Spriggin,Female,52,1958-04-05,VP Product Management,Manufacturing,High Net Worth,N,Yes,11.0
3037,Hermione,0,Female,45,1958-04-08,Senior Developer,0,High Net Worth,N,No,13.0
314,Lisa,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12.0
1698,Poul,Dumphy,Male,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0
3439,Retha,Kahane,Female,18,1958-05-15,Senior Sales Associate,Manufacturing,Mass Customer,N,No,5.0
84,Kane,Tixall,Male,1,1958-05-21,Analyst Programmer,0,Mass Customer,N,No,8.0
1676,Petrina,Pollins,Female,56,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0
3058,Hercules,Klewi,Male,83,1958-06-09,Accountant IV,0,Mass Customer,N,No,17.0
1198,Ludovico,Bertot,Male,7,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,5.0
1973,Aharon,Moller,Male,67,1958-06-15,Administrative Officer,0,Mass Customer,N,Yes,15.0
3108,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0
1848,Jess,Bollans,Male,6,1958-07-01,0,Retail,Mass Customer,N,Yes,5.0
419,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0
2666,Randene,Brown,Female,65,1958-07-17,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6.0
3547,Dalli,Seden,Male,65,1958-08-02,0,0,Affluent Customer,N,No,12.0
1741,Quintin,Dublin,Male,48,1958-08-17,Tax Accountant,0,High Net Worth,N,No,13.0
1094,Emelda,Gerler,Female,2,1958-08-29,Project Manager,Health,Mass Customer,N,No,6.0
2734,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,Yes,14.0
2193,Johnette,O'Fergus,Female,79,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0
1607,Fernande,Petzolt,Female,87,1958-09-21,Software Engineer III,0,Mass Customer,N,Yes,6.0
1372,Shaylynn,Epsley,Female,3,1958-09-23,Director of Sales,Financial Services,Mass Customer,N,Yes,12.0
1432,Marya,Szwandt,Female,15,1958-09-25,Account Coordinator,IT,Mass Customer,N,No,20.0
3079,Christoforo,Santus,Male,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0
3915,Myrtia,0,Female,31,1958-10-17,0,Retail,Affluent Customer,N,Yes,17.0
2375,Eada,Narbett,Female,84,1958-10-23,Community Outreach Specialist,0,High Net Worth,N,Yes,12.0
194,Talyah,Rylatt,Female,34,1958-11-14,Project Manager,Manufacturing,Mass Customer,N,No,6.0
1182,Joe,Shalliker,Male,50,1958-11-14,Media Manager II,0,Affluent Customer,N,No,6.0
780,Elvis,O'Leagham,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,N,No,17.0
3435,Marget,Freeland,Female,4,1958-11-22,0,Financial Services,Mass Customer,N,Yes,5.0
991,Cordelia,Hawkeswood,Female,6,1958-11-25,0,Property,Mass Customer,N,Yes,8.0
358,Dulcine,Gauson,Female,2,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0
204,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6.0
3716,Arlin,Woollacott,Male,88,1958-12-07,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0
2384,Gaultiero,Lissenden,Male,70,1958-12-17,Dental Hygienist,Health,Mass Customer,N,No,8.0
1253,Quillan,McDuffie,Male,60,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0
2829,Bjorn,Simioli,Male,39,1958-12-19,Computer Systems Analyst II,Manufacturing,High Net Worth,N,No,9.0
2353,Tammie,Fisbey,Female,99,1958-12-19,Product Engineer,Retail,Mass Customer,N,No,17.0
417,Jere,Ding,Female,56,1958-12-22,0,0,Mass Customer,N,No,6.0
3897,Demetrius,Youdell,Male,91,1958-12-27,Registered Nurse,Health,Mass Customer,N,No,6.0
2338,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,Yes,16.0
2634,Arty,Mac Geaney,Male,45,1959-01-03,Nurse,Retail,Mass Customer,N,No,14.0
1945,Brannon,Gladman,Male,37,1959-01-04,Systems Administrator III,0,Mass Customer,N,No,8.0
3232,Xever,Feeley,Male,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0
3023,Franz,Craddy,Male,86,1959-01-08,0,Health,Mass Customer,N,No,12.0
1874,Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19.0
2537,Jacinta,Petrillo,Female,13,1959-01-22,0,0,High Net Worth,N,Yes,20.0
2059,Constancia,Akram,Female,17,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17.0
3834,Jorgan,Crosoer,Male,19,1959-02-02,Project Manager,0,Affluent Customer,N,No,16.0
1509,Timmie,Chitty,Male,94,1959-02-05,Actuary,Financial Services,Mass Customer,N,No,18.0
2252,Gracie,Kubacki,Female,28,1959-02-08,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13.0
686,Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,N,Yes,5.0
3278,Morgun,Razoux,Male,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,No,14.0
494,Lucius,Prescott,Male,91,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0
3821,Conny,Speechley,Male,37,1959-03-09,0,Manufacturing,High Net Worth,N,Yes,18.0
1766,Cicely,Millier,Female,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19.0
1730,Aigneis,MacKall,Female,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0
2349,Lorinda,Malpass,Female,32,1959-03-17,Nurse Practicioner,0,Mass Customer,N,Yes,14.0
3355,Dill,Bampford,Male,47,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0
2342,Wilhelm,Corteis,Male,6,1959-03-24,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5.0
2727,Imojean,Atyeo,Female,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0
3244,Wainwright,Succamore,Male,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7.0
2440,Loutitia,Pinkie,Female,52,1959-03-29,0,Property,High Net Worth,N,Yes,5.0
2406,Merrily,0,Female,24,1959-03-30,0,Financial Services,High Net Worth,N,Yes,6.0
293,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,0,High Net Worth,N,No,5.0
535,Jannelle,Leist,Female,64,1959-04-07,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16.0
2228,Linette,Gotmann,Female,76,1959-04-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7.0
3425,Ron,Dilon,Male,40,1959-04-18,Assistant Media Planner,Entertainment,Mass Customer,N,No,17.0
3204,Egan,Flockhart,Male,35,1959-04-20,Account Executive,0,Mass Customer,N,No,20.0
3281,Helga,Nuzzi,Female,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,No,13.0
296,Cecile,MacLise,Female,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,N,No,16.0
2357,Ave,Peatt,Male,26,1959-05-01,Senior Sales Associate,Retail,High Net Worth,N,Yes,15.0
2655,Halli,Littledike,Female,80,1959-05-02,Statistician III,0,Mass Customer,N,Yes,10.0
1809,Royall,Terris,Male,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16.0
3243,Rosene,Bullar,Female,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0
2679,Noella,Firk,Female,0,1959-05-11,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0
3120,Mahmoud,Batterbee,Male,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0
1749,Filbert,Evreux,Male,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0
2219,Curr,Jancey,Male,35,1959-05-13,Legal Assistant,Financial Services,Mass Customer,N,Yes,13.0
2889,Nevile,Ecclesall,Male,64,1959-05-17,Speech Pathologist,0,Affluent Customer,N,Yes,20.0
2983,Frances,Mishaw,Female,48,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13.0
1040,Free,Bonniface,Male,95,1959-05-25,0,Property,Affluent Customer,N,No,15.0
2575,Lotty,Szubert,Female,15,1959-05-30,Associate Professor,Manufacturing,Mass Customer,N,No,13.0
3789,Kurtis,Morson,Male,91,1959-05-31,Senior Editor,Retail,Mass Customer,Y,Yes,9.0
329,Port,Pancost,Male,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0
2050,Teresita,Drinnan,Female,8,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,20.0
1422,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,Mass Customer,N,No,19.0
3914,Cybil,Brombell,Female,17,1959-06-23,Statistician I,Financial Services,Affluent Customer,N,No,15.0
3479,Jarib,0,Male,30,1959-06-24,0,0,Mass Customer,N,No,20.0
1215,Frank,Vallerine,Female,15,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10.0
3190,Bobbette,Amps,Female,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0
1811,Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0
1909,Yovonnda,Warrior,Female,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14.0
3083,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0
2045,Charis,Maas,Female,3,1959-07-27,Marketing Manager,0,Mass Customer,N,Yes,13.0
3757,Naomi,Whiles,Female,71,1959-07-30,Recruiting Manager,Telecommunications,Mass Customer,N,Yes,12.0
1370,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0
2079,Rosamond,Sainer,Female,15,1959-08-07,Human Resources Assistant IV,0,High Net Worth,N,No,17.0
451,Natalee,Bamford,Female,22,1959-08-11,Account Coordinator,Property,Mass Customer,N,Yes,5.0
1015,Adrian,Prettyjohns,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0
2250,Leslie,Shotboult,Male,68,1959-08-19,0,Property,High Net Worth,N,No,19.0
2149,Huntlee,Pashba,Male,75,1959-09-05,0,Retail,Affluent Customer,N,Yes,8.0
1522,Brnaba,Dighton,Male,78,1959-09-06,Product Engineer,Financial Services,Mass Customer,N,Yes,17.0
1231,Stillmann,Wilfling,Male,83,1959-09-12,Help Desk Operator,Property,Affluent Customer,N,No,20.0
2439,Lethia,Juanes,Female,17,1959-09-21,Engineer II,Manufacturing,Affluent Customer,N,No,8.0
2230,Rasla,Landreth,Female,68,1959-09-25,Accounting Assistant II,0,Mass Customer,N,No,13.0
3220,Brigid,Quigley,Female,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11.0
564,Saleem,Meller,Male,30,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0
2098,Mikel,McKechnie,Male,40,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0
2056,Elianora,Sally,Female,99,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15.0
1693,Tonnie,McLinden,Male,11,1959-10-11,0,IT,Mass Customer,N,Yes,19.0
1823,Robbie,Yakubovics,Female,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5.0
1419,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,Mass Customer,N,No,11.0
3261,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0
2616,Vanda,Donnellan,Female,79,1959-10-20,0,Health,High Net Worth,N,No,18.0
3074,Corty,Debell,Male,36,1959-10-24,0,Entertainment,Mass Customer,N,Yes,16.0
3455,Clovis,Ortsmann,Female,11,1959-11-08,0,0,Mass Customer,N,Yes,12.0
2144,Adrea,Quittonden,Female,44,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,19.0
117,Prentice,Pearmain,Male,43,1959-11-12,Budget/Accounting Analyst IV,0,High Net Worth,N,No,19.0
1416,Micki,Russel,Female,12,1959-11-14,0,Manufacturing,High Net Worth,N,Yes,20.0
3373,Joann,Corrigan,Female,77,1959-11-17,Sales Associate,Manufacturing,Mass Customer,N,Yes,12.0
3078,Yorker,McKevany,Male,34,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20.0
2037,Fae,Done,Female,9,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5.0
60,Kacey,Rowbottom,Female,47,1959-11-29,Help Desk Operator,Property,High Net Worth,N,No,13.0
976,Olga,Dyke,Female,65,1959-11-30,Staff Accountant III,0,High Net Worth,N,Yes,13.0
50,Fidelio,Dilke,Male,68,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,N,No,18.0
2955,Thedric,Bolding,Male,17,1959-12-16,Quality Control Specialist,Telecommunications,Mass Customer,N,Yes,19.0
3737,Lucila,Smalls,Female,19,1959-12-19,Professor,Financial Services,High Net Worth,N,Yes,19.0
872,Worthington,Penwarden,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,N,Yes,20.0
813,Raffarty,Giacomoni,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14.0
978,Kayla,Falkingham,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0
2415,Eberhard,Shalcras,Male,19,1959-12-29,Office Assistant I,Health,Affluent Customer,N,No,16.0
3912,Phylys,Neenan,Female,11,1959-12-29,Community Outreach Specialist,Retail,Mass Customer,N,Yes,6.0
1103,Jewelle,Pincott,Female,82,1959-12-31,Programmer III,Retail,Mass Customer,N,No,8.0
3417,Felipa,Paddingdon,Female,18,1959-12-31,Systems Administrator IV,Health,High Net Worth,N,No,19.0
461,Melany,Thorrington,Female,32,1960-01-01,0,Manufacturing,Affluent Customer,N,Yes,5.0
908,Suzette,Surgison,Female,77,1960-01-04,Operator,0,High Net Worth,N,Yes,8.0
2238,Jocelyne,Pasquale,Female,0,1960-01-11,Associate Professor,Property,High Net Worth,N,Yes,8.0
3118,Earle,Frisby,Male,13,1960-01-11,0,0,High Net Worth,N,No,19.0
2179,Urbanus,Trevaskus,Male,98,1960-01-11,Chief Design Engineer,0,High Net Worth,N,Yes,13.0
1499,Bellina,Bradberry,Female,82,1960-01-24,0,0,Mass Customer,N,No,9.0
701,Zorina,Bosomworth,Female,72,1960-02-09,Help Desk Technician,0,Mass Customer,N,No,8.0
981,Tibold,Bonwell,Male,14,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0
2453,Gene,Brome,Female,81,1960-02-13,Senior Sales Associate,Property,Mass Customer,N,Yes,12.0
3983,Thadeus,Buxsey,Male,74,1960-02-16,Librarian,Entertainment,Affluent Customer,N,No,10.0
3729,Joann,Clemson,Female,85,1960-02-18,Junior Executive,Manufacturing,Affluent Customer,N,No,6.0
1110,Zach,Maynard,Male,96,1960-03-04,Director of Sales,0,High Net Worth,N,Yes,18.0
2403,Conney,Grouse,Male,13,1960-03-14,Graphic Designer,Retail,Mass Customer,N,No,6.0
2008,Neilla,Castrillo,Female,19,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19.0
124,Darrelle,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,N,No,16.0
1603,Natale,Duinbleton,Male,51,1960-04-11,0,Financial Services,High Net Worth,N,No,20.0
2047,Sorcha,Genthner,Female,22,1960-04-13,Financial Advisor,Financial Services,High Net Worth,N,No,13.0
2305,Hilary,Tregunna,Female,98,1960-04-19,Paralegal,Financial Services,High Net Worth,N,Yes,9.0
804,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.0
2071,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0
1472,Darrick,Feake,Male,49,1960-04-21,VP Product Management,0,Mass Customer,N,Yes,20.0
411,Evanne,Feechum,Female,65,1960-04-23,0,IT,High Net Worth,N,No,19.0
1681,Gerladina,Cuddon,Female,93,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0
190,Christopher,Heining,Male,22,1960-04-27,Help Desk Operator,0,Affluent Customer,N,Yes,6.0
3935,Rodd,Spare,Male,57,1960-05-04,Paralegal,Financial Services,Affluent Customer,N,Yes,16.0
2751,Cissiee,Jobern,Female,11,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0
1978,Ephrem,Cariss,Male,98,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,11.0
72,Minette,Worters,Female,16,1960-05-27,Teacher,0,Affluent Customer,N,Yes,5.0
66,Vernon,0,Male,67,1960-06-14,Web Developer II,Retail,Mass Customer,N,No,18.0
1763,Zaria,Van der Krui,Female,36,1960-06-21,Desktop Support Technician,0,Mass Customer,N,Yes,10.0
3945,Wylie,FitzGilbert,Male,85,1960-06-23,0,Retail,High Net Worth,N,Yes,10.0
3395,Arin,Nappin,Male,18,1960-06-28,Research Assistant I,Manufacturing,Mass Customer,N,Yes,9.0
1863,Anet,Pellitt,Female,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18.0
2700,Ileana,Timms,Female,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0
616,Idell,Cole,Female,81,1960-08-01,Director of Sales,Property,Mass Customer,N,No,15.0
2529,Engracia,Foulcher,Female,63,1960-08-03,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0
3106,Dell,Tremathick,Female,98,1960-08-15,Legal Assistant,0,High Net Worth,N,No,9.0
2178,Benson,cornhill,Male,15,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0
3315,Stoddard,Giacomoni,Female,31,1960-09-02,Structural Analysis Engineer,0,Mass Customer,N,No,18.0
2926,Yard,Spellman,Male,49,1960-09-08,VP Sales,Manufacturing,Affluent Customer,N,Yes,14.0
1344,Jeth,Marien,Male,94,1960-09-11,Senior Sales Associate,Manufacturing,Mass Customer,N,No,12.0
492,Tommie,Banbridge,Female,83,1960-09-13,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
955,Ezechiel,Pettecrew,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0
1246,Hildagarde,Eyrl,Female,15,1960-10-05,Geologist I,Entertainment,Affluent Customer,N,No,11.0
1013,Miller,Faloon,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8.0
1286,Nicko,Saddleton,Male,72,1960-10-23,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20.0
2279,Wrennie,Alexandersson,Female,93,1960-11-18,Budget/Accounting Analyst I,0,Mass Customer,N,No,9.0
1960,Licha,Lyes,Female,10,1960-11-22,Physical Therapy Assistant,0,Mass Customer,N,Yes,15.0
3528,Austine,Kinny,Female,37,1960-11-23,Structural Analysis Engineer,IT,High Net Worth,N,Yes,16.0
476,Cheri,Hazeman,Female,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0
1768,Sheridan,Shaves,Male,13,1960-11-26,0,0,Mass Customer,N,Yes,5.0
2729,Taddeo,Karlicek,Male,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11.0
628,Basil,Brellin,Male,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
1784,Marty,Whatford,Male,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0
3728,Armand,McNish,Male,6,1960-12-16,Financial Analyst,Financial Services,Mass Customer,N,No,19.0
2157,Caesar,Begbie,Male,11,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6.0
1918,Bartie,Hartburn,Male,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0
94,Nomi,Mallinder,Female,67,1960-12-25,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8.0
1642,Manda,Forsey,Female,13,1961-01-07,0,Retail,Mass Customer,N,No,19.0
2029,Xymenes,Sprull,Male,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15.0
938,Cristian,Theodoris,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0
1825,Jareb,Langcaster,Male,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0
