,address,postcode,state,country,property_valuation
3942,9796 Pearson Hill,2223,New South Wales,Australia,4
2220,82237 Dapin Court,4570,Queensland,Australia,4
108,15239 Northwestern Point,4300,Queensland,Australia,4
2530,778 Cambridge Street,4209,Queensland,Australia,4
1145,1 Raven Junction,4502,Queensland,Australia,4
852,18 Parkside Plaza,4122,Queensland,Australia,4
3759,31446 5th Court,3064,Victoria,Australia,4
2258,71109 Vernon Way,3350,Victoria,Australia,4
611,608 Basil Alley,2306,New South Wales,Australia,4
1005,570 Butternut Pass,2340,New South Wales,Australia,4
1148,84 Monument Terrace,4127,Queensland,Australia,4
2917,2 Jackson Way,4210,Queensland,Australia,4
1282,4081 Veith Lane,4306,Queensland,Australia,4
2267,503 Clove Crossing,4306,Queensland,Australia,4
2272,09 Grim Lane,3752,Victoria,Australia,4
2910,928 Laurel Circle,4868,Queensland,Australia,4
2273,31953 Dixon Way,2580,New South Wales,Australia,4
1034,3082 Almo Center,2454,New South Wales,Australia,4
2901,72850 Lotheville Junction,2480,New South Wales,Australia,4
623,4744 Garrison Drive,4132,Queensland,Australia,4
1829,21 Duke Hill,4344,Queensland,Australia,4
2518,9 Oak Park,4205,Queensland,Australia,4
2037,95 Butterfield Circle,3352,Victoria,Australia,4
1839,327 Monument Street,3201,Victoria,Australia,4
2277,953 Del Sol Point,3630,Victoria,Australia,4
2891,2072 Fremont Parkway,3082,Victoria,Australia,4
2889,666 Holy Cross Parkway,4818,Queensland,Australia,4
638,491 Merry Crossing,3011,Victoria,Australia,4
1247,60320 Emmet Road,4806,Queensland,Australia,4
680,39035 Westerfield Plaza,2463,New South Wales,Australia,4
3745,92 Northridge Park,2450,New South Wales,Australia,4
3866,6 Veith Road,4118,Queensland,Australia,4
1212,387 Pawling Drive,2580,New South Wales,Australia,4
920,3 Luster Junction,2323,New South Wales,Australia,4
2696,41 Westport Center,3280,Victoria,Australia,4
2110,4 Macpherson Street,3143,Victoria,Australia,4
1901,01 Weeping Birch Plaza,2640,New South Wales,Australia,4
918,43455 Carey Center,4131,Queensland,Australia,4
3709,0616 Messerschmidt Place,2350,New South Wales,Australia,4
2683,22 Moulton Place,4878,Queensland,Australia,4
161,35807 Oneill Way,4300,Queensland,Australia,4
913,8 Colorado Circle,3730,Victoria,Australia,4
2429,1966 Glendale Avenue,4207,Queensland,Australia,4
1189,261 Farmco Drive,4118,Queensland,Australia,4
1214,51529 Cascade Place,3550,Victoria,Australia,4
749,00 Evergreen Center,3850,Victoria,Australia,4
2102,882 Merry Trail,4701,Queensland,Australia,4
1911,6838 Anniversary Junction,2484,New South Wales,Australia,4
1912,90128 Caliangt Place,2484,New South Wales,Australia,4
1202,22619 Schurz Street,2321,New South Wales,Australia,4
2088,9953 Kim Lane,2330,New South Wales,Australia,4
167,35386 Mockingbird Road,3749,Victoria,Australia,4
1100,9 Autumn Leaf Court,2731,New South Wales,Australia,4
3773,69131 Kipling Alley,3351,Victoria,Australia,4
3716,3241 Rigney Place,3337,Victoria,Australia,4
2654,882 Mitchell Place,4151,Queensland,Australia,4
2444,67 Crowley Drive,3216,Victoria,Australia,4
766,64 Milwaukee Pass,4350,Queensland,Australia,4
770,99 Elka Street,4350,Queensland,Australia,4
750,80 Maple Avenue,2536,New South Wales,Australia,4
882,707 Spaight Place,2830,New South Wales,Australia,4
2709,65 Sunbrook Road,2284,New South Wales,Australia,4
3879,7 Beilfuss Center,2550,New South Wales,Australia,4
2164,88175 Center Road,2283,New South Wales,Australia,4
184,59265 Sullivan Junction,3031,Victoria,Australia,4
771,2699 Crest Line Way,4869,Queensland,Australia,4
1123,81114 7th Place,4869,Queensland,Australia,4
3899,9 Blaine Place,3756,Victoria,Australia,4
2056,623 Melody Avenue,4500,Queensland,Australia,4
688,0 Carey Drive,4110,Queensland,Australia,4
1978,19 Barby Parkway,4127,Queensland,Australia,4
2766,83007 Bartillon Lane,2830,New South Wales,Australia,4
807,786 Bonner Drive,2340,New South Wales,Australia,4
1866,66811 Lerdahl Way,4160,Queensland,Australia,4
1232,17357 Katie Center,3677,Victoria,Australia,4
2588,6 Forest Avenue,2870,New South Wales,Australia,4
1065,6 Barby Road,4300,Queensland,Australia,4
2154,1788 Columbus Trail,4510,Queensland,Australia,4
1872,4 Ridgeway Court,4030,Queensland,Australia,4
1957,29 Hansons Crossing,2318,New South Wales,Australia,4
1888,319 Michigan Way,4350,Queensland,Australia,4
3849,341 Katie Junction,4817,Queensland,Australia,4
159,2054 Sommers Pass,4113,Queensland,Australia,4
177,83012 Dapin Lane,4300,Queensland,Australia,4
1223,37 Sutherland Terrace,2830,New South Wales,Australia,4
2070,61 Upham Parkway,4558,Queensland,Australia,4
795,92344 Oakridge Drive,4873,Queensland,Australia,4
3847,56 Trailsway Street,4575,Queensland,Australia,4
2139,47 Kensington Avenue,2650,New South Wales,Australia,4
1141,0 Scofield Plaza,3201,Victoria,Australia,4
1079,24596 Hoepker Avenue,2322,New South Wales,Australia,4
3725,73128 Pearson Pass,4132,Queensland,Australia,4
3850,20370 Fordem Pass,4825,Queensland,Australia,4
2714,62 Linden Drive,4209,Queensland,Australia,4
3538,34976 Lindbergh Hill,4304,Queensland,Australia,4
3093,148 Marcy Pass,4301,Queensland,Australia,4
474,340 Northview Circle,2340,New South Wales,Australia,4
3079,41205 Straubel Place,4305,Queensland,Australia,4
1407,46 Dovetail Avenue,2830,New South Wales,Australia,4
1320,0693 Eagan Court,4019,Queensland,Australia,4
1558,8462 Emmet Trail,4878,Queensland,Australia,4
3064,4351 Maywood Hill,3551,Victoria,Australia,4
399,333 Bunting Crossing,2536,New South Wales,Australia,4
3171,3 Tomscot Place,3756,Victoria,Australia,4
13,52 Moland Street,3331,Victoria,Australia,4
1741,6 Forest Dale Parkway,4017,Queensland,Australia,4
1440,6418 Jenna Trail,2640,New South Wales,Australia,4
1636,20 Mcguire Hill,3198,Victoria,Australia,4
3620,3 Burning Wood Pass,2322,New South Wales,Australia,4
3,17979 Del Mar Point,2448,New South Wales,Australia,4
3440,59531 Barnett Pass,3352,Victoria,Australia,4
1740,4216 Annamark Pass,4300,Queensland,Australia,4
3441,8 Becker Drive,4868,Queensland,Australia,4
538,20 Debs Road,2307,New South Wales,Australia,4
9,44339 Golden Leaf Alley,4557,Queensland,Australia,4
3186,1 Jenifer Court,4280,Queensland,Australia,4
33,90 Lawn Parkway,4805,Queensland,Australia,4
3647,9 Jenifer Avenue,2480,New South Wales,Australia,4
3289,9 Fisk Point,3350,Victoria,Australia,4
208,6327 Lunder Crossing,4655,Queensland,Australia,4
324,19507 Red Cloud Park,3338,Victoria,Australia,4
3619,6 Nobel Way,2322,New South Wales,Australia,4
1356,1 Boyd Terrace,3280,Victoria,Australia,4
1607,84504 Doe Crossing Road,2441,New South Wales,Australia,4
3572,505 Village Pass,4007,Queensland,Australia,4
3571,9004 Wayridge Drive,2799,New South Wales,Australia,4
23,48 Eagan Avenue,4868,Queensland,Australia,4
1341,5 Springview Terrace,3620,Victoria,Australia,4
3332,6933 Leroy Parkway,4209,Queensland,Australia,4
1339,87897 Lighthouse Bay Pass,3747,Victoria,Australia,4
366,92808 Mallard Terrace,3215,Victoria,Australia,4
3637,26138 Katie Point,2800,New South Wales,Australia,4
3125,3126 Bayside Hill,4503,Queensland,Australia,4
365,06324 Michigan Trail,4570,Queensland,Australia,4
3350,45 Talisman Pass,4102,Queensland,Australia,4
1633,313 Schiller Trail,3018,Victoria,Australia,4
1349,0 Ramsey Place,3444,Victoria,Australia,4
242,2 2nd Plaza,2283,New South Wales,Australia,4
6,49 Londonderry Lane,2650,New South Wales,Australia,4
1611,5333 Aberg Lane,4877,Queensland,Australia,4
3570,79 Moland Junction,2795,New South Wales,Australia,4
1350,7006 Miller Avenue,3444,Victoria,Australia,4
354,7 Debs Point,2322,New South Wales,Australia,4
3366,805 Division Plaza,4165,Queensland,Australia,4
1628,46310 Raven Trail,4220,Queensland,Australia,4
484,3743 Melody Avenue,3550,Victoria,Australia,4
3322,973 Menomonie Hill,3337,Victoria,Australia,4
3087,4 Bayside Place,4508,Queensland,Australia,4
3352,5 Sachs Terrace,4207,Queensland,Australia,4
207,417 Transport Trail,4503,Queensland,Australia,4
3290,133 Quincy Avenue,3810,Victoria,Australia,4
1391,8108 Clyde Gallagher Crossing,3756,Victoria,Australia,4
2955,3 Comanche Court,2537,New South Wales,Australia,4
3244,49 Surrey Pass,2325,New South Wales,Australia,4
588,8435 Arkansas Terrace,2340,New South Wales,Australia,4
3493,3 Nova Point,3012,Victoria,Australia,4
1716,0 Graedel Drive,4817,Queensland,Australia,4
2972,0338 Oakridge Crossing,3030,Victoria,Australia,4
1729,0 Westport Center,4558,Queensland,Australia,4
1481,12 Redwing Street,2325,New South Wales,Australia,4
3231,1 Roth Pass,3199,Victoria,Australia,4
580,93098 Loftsgordon Pass,4179,Queensland,Australia,4
2986,424 Almo Junction,2830,New South Wales,Australia,4
3506,08479 Hazelcrest Street,3340,Victoria,Australia,4
3552,41 Northridge Road,4730,Queensland,Australia,4
3233,8 Rockefeller Lane,2306,New South Wales,Australia,4
1822,6395 Anthes Hill,4504,Queensland,Australia,4
3213,8200 Dapin Drive,4503,Queensland,Australia,4
433,007 Gerald Place,3074,Victoria,Australia,4
1717,86 Menomonie Plaza,2290,New South Wales,Australia,4
550,67 8th Terrace,3564,Victoria,Australia,4
3669,106 Donald Way,3216,Victoria,Australia,4
1300,3 School Place,4124,Queensland,Australia,4
1471,589 Main Plaza,2290,New South Wales,Australia,4
1308,72 Shasta Plaza,4152,Queensland,Australia,4
1400,070 Shelley Terrace,3020,Victoria,Australia,4
270,07158 Roth Pass,2165,New South Wales,Australia,4
411,05 Butternut Crossing,4552,Queensland,Australia,4
3450,757 Debs Avenue,4670,Queensland,Australia,4
1497,78960 Schiller Lane,2450,New South Wales,Australia,4
1395,73506 Cordelia Lane,4217,Queensland,Australia,4
3016,7 Debra Point,3175,Victoria,Australia,4
1734,0 Warner Road,2680,New South Wales,Australia,4
577,95 Delladonna Plaza,2283,New South Wales,Australia,4
1451,1253 Ridge Oak Center,2560,New South Wales,Australia,4
3262,04449 Drewry Junction,2869,New South Wales,Australia,4
3255,056 Petterle Drive,4075,Queensland,Australia,4
1731,2538 Gateway Pass,4152,Queensland,Australia,4
590,0278 Elka Place,4305,Queensland,Australia,4
300,01459 Fremont Place,2747,New South Wales,Australia,4
1700,3 Buena Vista Pass,4209,Queensland,Australia,5
876,2 Pankratz Street,4812,Queensland,Australia,5
812,87 Twin Pines Plaza,3976,Victoria,Australia,5
241,25503 Evergreen Drive,4300,Queensland,Australia,5
377,99826 Steensland Avenue,2162,New South Wales,Australia,5
2563,084 Brickson Park Park,3177,Victoria,Australia,5
140,7245 Cottonwood Center,2285,New South Wales,Australia,5
1983,5176 Division Hill,3216,Victoria,Australia,5
817,659 Scofield Street,3175,Victoria,Australia,5
2526,46 Dawn Way,2340,New South Wales,Australia,5
3770,7 Norway Maple Avenue,4172,Queensland,Australia,5
1143,4668 Coleman Street,2160,New South Wales,Australia,5
1679,087 Fallview Plaza,4209,Queensland,Australia,5
3263,14860 Clove Drive,3175,Victoria,Australia,5
3980,9 Butterfield Lane,4077,Queensland,Australia,5
839,69 Hovde Plaza,2680,New South Wales,Australia,5
3758,1 Dixon Way,3072,Victoria,Australia,5
2541,688 Kropf Circle,3351,Victoria,Australia,5
3245,7 Holy Cross Lane,4300,Queensland,Australia,5
396,5359 Alpine Hill,2579,New South Wales,Australia,5
1392,79206 Independence Drive,3061,Victoria,Australia,5
1138,107 Moland Court,2579,New South Wales,Australia,5
1405,4370 Haas Trail,2870,New South Wales,Australia,5
860,7391 Ruskin Parkway,4356,Queensland,Australia,5
2511,1127 Artisan Parkway,4070,Queensland,Australia,5
3242,3897 Oxford Pass,3350,Victoria,Australia,5
3986,24 Scott Pass,4300,Queensland,Australia,5
389,7343 Washington Road,2287,New South Wales,Australia,5
1390,7709 Bluestem Place,3068,Victoria,Australia,5
1413,8 Veith Alley,2750,New South Wales,Australia,5
873,1 Springview Place,4800,Queensland,Australia,5
2557,0 Truax Trail,3677,Victoria,Australia,5
2562,4 Barby Avenue,2705,New South Wales,Australia,5
372,259 Barnett Crossing,2265,New South Wales,Australia,5
2937,5060 Donald Park,2539,New South Wales,Australia,5
2471,567 Scott Park,4118,Queensland,Australia,5
1488,9 Sycamore Pass,2287,New South Wales,Australia,5
303,5982 Mosinee Avenue,3340,Victoria,Australia,5
2289,7 Melrose Circle,4017,Queensland,Australia,5
1048,07716 5th Alley,2250,New South Wales,Australia,5
2304,0991 Commercial Road,4300,Queensland,Australia,5
1489,005 Prentice Circle,2307,New South Wales,Australia,5
123,10918 Merry Way,2452,New South Wales,Australia,5
1490,81 Artisan Park,2259,New South Wales,Australia,5
3562,22344 Reinke Pass,4225,Queensland,Australia,5
967,004 Lawn Trail,4227,Queensland,Australia,5
2319,33477 Trailsway Park,4818,Queensland,Australia,5
964,29419 Harper Circle,4209,Queensland,Australia,5
3446,4233 Service Avenue,2340,New South Wales,Australia,5
962,1 Ridgeway Court,3241,Victoria,Australia,5
2171,322 Scott Plaza,2170,New South Wales,Australia,5
3478,93 Vera Parkway,4216,Queensland,Australia,5
3492,96 Delladonna Trail,3976,Victoria,Australia,5
2195,3 Bashford Plaza,2267,New South Wales,Australia,5
1486,15012 Oneill Plaza,2285,New South Wales,Australia,5
1468,25607 Summer Ridge Way,2448,New South Wales,Australia,5
2218,2 Michigan Parkway,3006,Victoria,Australia,5
277,8 Riverside Place,4211,Queensland,Australia,5
2254,8 Buell Crossing,2320,New South Wales,Australia,5
3528,7547 Garrison Alley,2705,New South Wales,Australia,5
2216,48 Laurel Parkway,4017,Queensland,Australia,5
1460,55 Red Cloud Pass,2536,New South Wales,Australia,5
316,41 Spaight Road,4503,Queensland,Australia,5
1482,57835 Ruskin Lane,2325,New South Wales,Australia,5
3514,51757 Weeping Birch Center,2470,New South Wales,Australia,5
3510,3528 Granby Circle,4825,Queensland,Australia,5
3801,81 Pine View Avenue,4208,Queensland,Australia,5
286,8207 Cascade Court,3810,Victoria,Australia,5
2205,2 Goodland Lane,3977,Victoria,Australia,5
990,31369 Meadow Valley Road,4034,Queensland,Australia,5
2201,7 Novick Parkway,2160,New South Wales,Australia,5
3810,0127 East Court,3199,Victoria,Australia,5
1624,10 Hazelcrest Street,4413,Queensland,Australia,5
3822,9240 Green Avenue,3810,Victoria,Australia,5
2338,533 Ramsey Center,4507,Queensland,Australia,5
2413,31168 Messerschmidt Street,3024,Victoria,Australia,5
2414,240 Lake View Road,4118,Queensland,Australia,5
3375,2 Roxbury Pass,3977,Victoria,Australia,5
3675,31 Declaration Drive,4500,Queensland,Australia,5
910,69278 High Crossing Place,2795,New South Wales,Australia,5
3358,8 Village Street,4825,Queensland,Australia,5
2439,8 Superior Court,3174,Victoria,Australia,5
360,411 Homewood Lane,4020,Queensland,Australia,5
1621,0 Westport Terrace,4570,Queensland,Australia,5
898,95530 Hallows Circle,4110,Queensland,Australia,5
896,88022 South Road,4511,Queensland,Australia,5
2450,1556 Sheridan Hill,4165,Queensland,Australia,5
1103,8 Ridgeview Park,2323,New South Wales,Australia,5
3347,29863 Waxwing Court,3056,Victoria,Australia,5
2470,3 Talisman Place,4017,Queensland,Australia,5
349,0293 Porter Crossing,2830,New South Wales,Australia,5
2400,5 Myrtle Trail,2285,New South Wales,Australia,5
2114,2 Dawn Avenue,4118,Queensland,Australia,5
1602,5 Algoma Point,3809,Victoria,Australia,5
2163,80 Cordelia Street,4061,Queensland,Australia,5
328,314 Northland Plaza,4213,Queensland,Australia,5
945,33564 Jana Court,4218,Queensland,Australia,5
2363,29 Basil Point,2284,New South Wales,Australia,5
2364,1 Bay Pass,3219,Victoria,Australia,5
1439,8088 Macpherson Hill,2323,New South Wales,Australia,5
3415,00283 Loftsgordon Center,4118,Queensland,Australia,5
2333,0 Butterfield Junction,2340,New South Wales,Australia,5
2148,4 Mosinee Lane,4165,Queensland,Australia,5
1599,848 Dawn Drive,4818,Queensland,Australia,5
3406,7181 Dakota Trail,3029,Victoria,Australia,5
252,879 Coolidge Point,2324,New South Wales,Australia,5
2390,7346 Luster Circle,4131,Queensland,Australia,5
3398,59364 Huxley Drive,3028,Victoria,Australia,5
1082,84741 Scoville Terrace,3029,Victoria,Australia,5
2393,57 Tennessee Alley,4034,Queensland,Australia,5
1585,5 Elgar Place,4132,Queensland,Australia,5
3863,388 Karstens Drive,2428,New South Wales,Australia,5
1706,2 Dwight Point,4133,Queensland,Australia,5
2582,0671 Vera Drive,4812,Queensland,Australia,5
696,537 Packers Street,4562,Queensland,Australia,5
1863,87705 Hovde Center,4870,Queensland,Australia,5
1783,67 Hooker Place,2380,New South Wales,Australia,5
3892,6 Calypso Parkway,4161,Queensland,Australia,5
2773,0 Summit Trail,2287,New South Wales,Australia,5
527,39632 Michigan Park,4165,Queensland,Australia,5
1233,5772 Kennedy Junction,3030,Victoria,Australia,5
3694,856 Basil Drive,3064,Victoria,Australia,5
1319,7 John Wall Parkway,4020,Queensland,Australia,5
1789,59 Old Gate Drive,4878,Queensland,Australia,5
2793,4 Rieder Drive,3064,Victoria,Australia,5
2795,28905 Hallows Avenue,2320,New South Wales,Australia,5
3948,201 Valley Edge Park,3030,Victoria,Australia,5
2801,3140 Hudson Road,3130,Victoria,Australia,5
3067,6269 Oak Valley Avenue,2323,New South Wales,Australia,5
3913,42 Maryland Plaza,2486,New South Wales,Australia,5
519,84 Calypso Circle,3690,Victoria,Australia,5
3886,7482 Hanson Park,2567,New South Wales,Australia,5
2699,3 Vermont Alley,2261,New South Wales,Australia,5
172,82520 Mifflin Drive,2333,New South Wales,Australia,5
3706,7740 Crescent Oaks Circle,4350,Queensland,Australia,5
3121,98 Grover Street,3048,Victoria,Australia,5
3115,4 Shopko Circle,2196,New South Wales,Australia,5
2712,6994 Hanson Place,2580,New South Wales,Australia,5
180,3567 Northfield Lane,2430,New South Wales,Australia,5
3109,7285 Waxwing Pass,2620,New South Wales,Australia,5
1766,410 Hoepker Pass,4123,Queensland,Australia,5
1891,8 Drewry Street,4655,Queensland,Australia,5
3638,686 Scoville Drive,3012,Victoria,Australia,5
2730,313 Mifflin Center,4504,Queensland,Australia,5
1330,4 Sycamore Pass,3977,Victoria,Australia,5
3949,6031 Susan Terrace,4118,Queensland,Australia,5
2724,304 Moland Street,3810,Victoria,Australia,5
731,2726 Cardinal Way,3073,Victoria,Australia,5
2810,69490 Orin Trail,3029,Victoria,Australia,5
46,4853 Gulseth Avenue,4503,Queensland,Australia,5
3683,4 Rockefeller Plaza,3196,Victoria,Australia,5
1293,029 Scott Center,4205,Queensland,Australia,5
622,6 Springs Junction,4123,Queensland,Australia,5
2900,38 Thompson Plaza,2452,New South Wales,Australia,5
2908,24913 Twin Pines Terrace,3350,Victoria,Australia,5
2987,9610 Gateway Trail,3429,Victoria,Australia,5
197,107 Elmside Parkway,4811,Queensland,Australia,5
3674,6001 Calypso Park,2320,New South Wales,Australia,5
2926,16673 Pawling Point,4702,Queensland,Australia,5
2928,7561 Donald Center,3810,Victoria,Australia,5
2954,4052 Katie Court,4300,Queensland,Australia,5
2944,321 Muir Crossing,3175,Victoria,Australia,5
598,846 Clove Junction,4300,Queensland,Australia,5
